#,Status,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
3066,Pending,Bug,Normal, runaway vcls had login node cpus pegged @ 100% ,-,-,-,Mark Miller,04/11/2018,,0%,,04/11/2018 03:19 pm,05/10/2018 12:52 pm,3 - Occasional,5 - Very Serious,2.12.3,,,All,Any,"
This is bad. A user on CZ had a login node load average above 16 due primarily to VisIt vcl runaways.
I can imagine orphaning vcls and that is bad enough. But, having them peg CPU @ 100% is a horrible bug.
"
3067,Rejected,Feature,High, Volume plot python shortcut for changing color table. ,-,-,-,Kathleen Biagas,04/12/2018,,0%,,04/12/2018 12:24 pm,11/14/2018 01:03 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
This came up on the user's list.  The desire to change the color table used by the volume plot as simply as it can be done from the gui, where one can choose the color table by name.  Perhaps something like 'ChangeColorTable(ctname)'
here's some python code that accomplishes what is desired, but it would be great if it could just be added to the python atts class for Volume plot.

# Grab the control points list from the desired color table, ""Reds"" here 
redsct = GetColorTable(""Reds"")

# Grab the Volume plot attributes, and clear out the color control points 
va = VolumeAttributes()
va.colorControlPoints.ClearControlPoints()

# For each control point in the color table, add it to the volume atts color control points 
for i in range(0, redsct.GetNumControlPoints()):
    va.colorControlPoints.AddControlPoints(redsct.GetControlPoints(i))

SetPlotOptions(va)

"
3068,Resolved,Bug,Normal, Volume plot trilinear interpolation seems broken ,Brad Whitlock,-,3.0,Kathleen Biagas,04/18/2018,,100%,,04/18/2018 05:54 pm,05/10/2018 06:42 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
I noticed it after putting SLIVR ray casting back into the trunk, and spent some time trying to figure out what I did to break it.After much digging, I concluded it broke before I even committed the VTK 8 change.
Here's a script:
OpenDatabase(""noise.silo"")
AddPlot(""Volume"", ""hardyglobal"")
v = VolumeAttributes()
v.lightingFlag = 0
v.rendererType = v.RayCasting
v.sampling = v.Trilinear
SetPlotOptions(v)
DrawPlots()
SaveWindow()
exit()

I've attached images generated with 2.13.1, and trunk
"
3069,Pending,Bug,Normal, OSX: VisIt icon appears even when viewer is nowin ,-,-,3.0,Cyrus Harrison,04/19/2018,,0%,,04/19/2018 12:15 pm,08/21/2018 06:25 pm,3 - Occasional,2 - Minor Irritation,trunk,,,All,Any,"
this is on the trunk, when running the test suite i noticed that each visit instance shows up in the OSX doc.
This didn't used to happen, not sure if its related to Qt5 or VTK8
"
3070,Pending,Feature,Normal, Test suite fixes / enhancements ,-,-,-,Mark Miller,04/19/2018,,0%,,04/19/2018 03:22 pm,05/10/2018 12:37 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Just an incomplete list of work we need to do on the test suite

get to bottom of ""Exit() not called warning"" from python
resurrect skipped tests
resurrect interactive mode in testing
resurrect test keyword filtering
custom/3rd-party (not-in-VisIt-src-tree) plugin testing
enhance rebase.py to handle txt file results too
ensure test harness gathers exit codes from all VisIt components/executables and flags error if any exit code is non-zero
increase size of image to 1024^2+
orthogonalize tests
maxmize image area used in tests
resurrect tracking of time and space performance of tests
resurrect memory debugging on tests
add client/server testing
resurrect compiler-warning testing
test multiple configurations (newer python, Qt, VTK)
get smarter about image differencing (ML algorithm -- great summer student project!)
test the gui
enhance ""dashboard"" to support posts from various systems

"
3071,Pending,Feature,High, Add ability to specify aspect ratio for the view ,-,-,-,Eric Brugger,04/20/2018,,0%,,04/20/2018 12:23 pm,05/10/2018 12:35 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Currently we display images with a 1 to 1 aspect ratio. We also provide a fullframe option to stretch it to the edges of the view. jose would like to be able to specify the aspect ratio. This seems simple enough to add and would be generally useful.
"
3072,Pending,Feature,Normal, Make regression test system available to everyone in visit group. ,Eric Brugger,-,2.13.4,Eric Brugger,04/20/2018,,0%,,04/20/2018 02:37 pm,08/21/2018 06:57 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
So, it looks like something is amiss in the automated testing harness. I know Kathleen has been trying to debug. I won't have any cycles to look until friday.
Problem is that it runs as Eric, we have no way to stop or otherwise control it and Eric won't have a chance to look at it until he is back from vacation.
So, this suggests we need to have the cron job, file system area, etc. that manages nightly testing that runs as a user 'visit' that we all can access.
Is that possible?
Mark
"
3073,Resolved,Bug,Normal, Mesh plot creates artefacts for other plots in a visit session ,Kathleen Biagas,-,3.0,Kathleen Biagas,04/23/2018,,100%,,04/23/2018 04:28 pm,04/26/2018 12:23 pm,3 - Occasional,2 - Minor Irritation,trunk,,,All,Any,"
Investigating meshtype regression tests for emptydomains, I noticed a 'highlight' artefact on the pseudocolor plots.
I reproduced the test via the gui and discovered that the Mesh plot is the one causing the artefacts.  If the mesh plot is not added, the Pseudocolor plot renders correctly, but once the Mesh plot is added, the 'highlight' artefact remains, even when all the plots are deleted and Pseudocolor is re-added.
I've attached three images that demonstrate using rect3d:  pc_alone: just the Pseudocolor plot before Mesh plot is added  pc_mesh:  after adding mesh plot, the back top edge appears 'highlighted'  pc_mesh_deleted: after deleting mesh plot, looks like the back face is 'elevated', causing the 'highlight' effect.
It may be due to use of SetResolveCoincidentTopologyToPolygonOffsetand SetResolveCoincidentTopologyLineOffsetParameters by Mesh Plot's mapper.
"
3074,Pending,Bug,High, Mesh Plot's opaque color buttons remain disabled after deleting other plot ,-,-,-,Kathleen Biagas,04/24/2018,,0%,,04/24/2018 02:16 pm,05/10/2018 12:28 pm,3 - Occasional,2 - Minor Irritation,2.12.3,,,All,Any,"
There is logic in Mesh Plot's gui window to disable the opaque color options when opaque mode 'auto' and it is deemed 'inappropriate', for example, when another plot is in the window.  However, when that other plot is deleted, and the opaque mode is triggered, the opaque color buttons never get re-enabled.  One has to switch opaqueMode to 'On' in order to change the opaque color.
"
3075,Resolved,Bug,Normal, Multi domain issue in test suite ,Alister Maguire,-,3.0,Alister Maguire,04/25/2018,,100%,0.00 hour,04/25/2018 07:37 pm,05/10/2018 01:28 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.3,,,All,Any,"
While creating some tests for reflecting over an arbitrary plane, I noticed a strange issue with rendering multi-domain data in the test suite. The issue was clearest with rect3d vs multi_rect3d (curv3d also showed differences, but they were less extreme). Basically, you can see very pronounced boundary lines in the multi-domain dataset that do not appear in the single domain version. I could not reproduce this when running VisIt directly and opening up multi_rect3d myself; it only appeared when running the test suite.
To repeat:Open up reflect.py in the test suite, and add something like what follows:OpenDatabase(silo_data_path(""multi_rect3d.silo""))AddPlot(""Pseudocolor"", ""d"")DrawPlots()Test(""foo"")
I've attached an image of the result I get when I do the above.
"
3076,New,Bug,High, database reader built outside of visit has missing externals on OSX ,-,-,-,Eric Brugger,04/26/2018,,0%,,04/26/2018 11:44 am,09/04/2018 06:56 pm,3 - Occasional,2 - Minor Irritation,2.12.3,,,All,Any,"
A user reported that he had built his own database reader outside of VisIt. It installed it in his .visit directory in his home directory. When he ran VisIt it had some missing external libraries. When he built it as part of visit (in src/databases) it worked fine.
"
3077,Pending,Bug,High, PLOT3D test hangs my X-server ,Kathleen Biagas,-,3.0,Kathleen Biagas,04/26/2018,,0%,,04/26/2018 04:36 pm,05/10/2018 12:25 pm,3 - Occasional,5 - Very Serious,trunk,,,All,Any,"
Running the test suite on my local linux, the PLOT3D test hangs my X-server.don't know what it's doing with the overnight tests, but this could be bad.
"
3078,Resolved,Bug,Normal, build_visit: issue building hdf5 (and silo) on blueos ,Cyrus Harrison,-,2.13.2,Cyrus Harrison,04/30/2018,,0%,,04/30/2018 02:02 pm,05/22/2018 07:23 pm,3 - Occasional,2 - Minor Irritation,2.13.0,,,All,Any,"
Building HDF5 (~15 minutes)Unzipping/Untarring hdf5-1.8.14.tar.gz . . ./nfs/tmp2/cyrush/2018.04.visit.sierra/hdf5-1.8.14/build_serial /nfs/tmp2/cyrush/2018.04.visit.sierra/hdf5-1.8.14checking for a BSD-compatible install... /usr/bin/install -cchecking whether build environment is sane... yeschecking for a thread-safe mkdir -p... /usr/bin/mkdir -pchecking for gawk... gawkchecking whether make sets $(MAKE)... yeschecking whether make supports nested variables... yeschecking whether make supports nested variables... (cached) yeschecking whether to enable maintainer-specific portions of Makefiles... nochecking build system type... ../bin/config.guess: unable to guess system type
This script, last modified 2008-01-23, has failed to recognizethe operating system you are using. It is advised that youdownload the most up to date version of the config scripts from
http://git.savannah.gnu.org/gitweb/?p=config.git;a=blob_plain;f=config.guess;hb=HEADand  http://git.savannah.gnu.org/gitweb/?p=config.git;a=blob_plain;f=config.sub;hb=HEAD
If the version you run (../bin/config.guess) is already up to date, pleasesend the following data and any information you think might bepertinent to <config-patches@gnu.org> in order to provide the neededinformation to handle your system.
=======
To fix we need to add something like the following (from the Axom project) to the config line:
ac_cv_build=powerpc64le-unknown-linux-gnu
NOTE: This also undermines silo.
"
3079,Resolved,Bug,Normal, Need to put back the work-around for the HiDPI issue ,Kevin Griffin,-,2.13.2,Kevin Griffin,05/01/2018,,100%,,05/01/2018 04:17 pm,05/15/2018 07:03 pm,3 - Occasional,3 - Major Irritation,2.12.3,,,OSX,Any,"
Users on OS X 10.12 are experiencing the HiDPI issue that I initially put in for OS X systems greater than 10.11. I made a change to only apply the work-around to OS X 10.11 due to a user having an issue with the fix on their system. Need to do testing on OS X 10.12 and 10.13 systems.
"
3080,Resolved,Bug,Normal, blueprint plugin succeeding in opening .root (silo) files and then segv'ing the mdserver ,Cyrus Harrison,-,2.13.2,Mark Miller,05/01/2018,,0%,,05/01/2018 08:38 pm,06/12/2018 12:23 pm,4 - Common,5 - Very Serious,2.12.3,,,All,Any,"
This is happening for Jeff Greenough.
Jeff's .root file is a Silo/HDF5 root file for a multi-part Silo file. But, Blueprint plugin is opening the file and and then seg'ving later on in mdserver.
You can re-produce by running the test data producer, multidir, as 
./multidir -driver DB_HDF5
Then, start VisIt, open multidir_test_data/*.root from within GUI and it will appear to hang as the mdserver cores and restarts a few times.
"
3082,New,Bug,Normal, VTK8 - mili zbuffer thrashing test failure ,-,-,3.0,Mark Miller,05/02/2018,,0%,,05/02/2018 04:42 pm,05/17/2018 01:56 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
This is a bit of an odd test case but I think mili database is serving up a mesh with two surfaces that are defined by the same points. So, the surfaces fall on top of each other. Old VisIt would still draw this correctly. New VisIt manifests zbuffer thrashing.
Also seen in moab_02 test in serial mode and in parallel mode.
http://portal.nersc.gov/project/visit/tests/2018-05-14-22:00/surface_trunk_serial/databases_mili.html
"
3083,Resolved,Bug,Normal, VTK8 - loss of smooth shading of height (terrain) surface in netcdf tests ,Alister Maguire,-,3.0,Mark Miller,05/02/2018,,100%,,05/02/2018 04:44 pm,09/21/2018 01:30 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
It looks like either zone center normals are being used or the variable was switch from node to zone centering.
netcdf_0_02netcdf_1_00 and netcdf_1_02
http://portal.nersc.gov/project/visit/tests/2018-05-14-22:00/surface_trunk_serial/databases_netcdf.html
"
3084,New,Bug,Normal, VTK8 - sphere glyph shading lost font or line end-cap artifact in OpenFOAM tests ,-,-,3.0,Mark Miller,05/02/2018,,0%,,05/02/2018 04:48 pm,05/17/2018 01:50 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
OpenFOAM_lagrangian_01 - OpenFOAM_lagrangian_07 show loss of shading of sphere glyphs and a white verticle line artifact at the left end of the time slider.
http://portal.nersc.gov/project/visit/tests/2018-05-14-22:00/surface_trunk_serial/databases_OpenFOAM.html
"
3095,New,Bug,Normal, VTK8 - chgcar volume rendering test failures ,Alister Maguire,-,3.0,Mark Miller,05/02/2018,,0%,,05/02/2018 05:13 pm,07/18/2018 07:11 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
http://portal.nersc.gov/project/visit/tests/2018-05-14-22:00/surface_trunk_serial/databases_chgcar.html
"
3096,Resolved,Bug,Normal, VTK8 - silo test failures ,Kathleen Biagas,-,3.0,Mark Miller,05/04/2018,,100%,,05/04/2018 05:17 pm,05/25/2018 03:09 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Tests 61 through 65 wind up showing internal mesh lines when they should not.
http://portal.nersc.gov/project/visit/tests/2018-05-16-22:09/surface_trunk_serial/databases_silo.html
"
3097,Rejected,Docs,Low, Migrate wiki pages to sphinx  ,-,-,-,Alister Maguire,05/07/2018,,0%,,05/07/2018 07:19 pm,05/08/2018 05:39 pm,3 - Occasional,1 - Not Serious,2.12.3,,,,Any,"
Eric and I had a conversation at some point about the desire to migrate VisIt's wiki pages (especially the tutorial content) to sphinx. This is a reminder to start thinking about/doing this in the near future.
"
3098,Pending,Bug,High, Animation stop button doesn't always take effect. ,-,-,-,Eric Brugger,05/08/2018,,0%,,05/08/2018 02:54 pm,11/06/2018 05:22 pm,3 - Occasional,3 - Major Irritation,2.12.3,,,All,Any,"
Andy Cook reported that the animation stop button doesn't always take effect right away or ever. I believe it is because VisIt has queued up a bunch of frame advances. Here is the e-mail exchange, which confirms this to some extent.
---------------------- e-mail exchange below ------------------------------
It happens when I leave it running for a while and go off and look at other desktops. When I come back, its like its built up an enormous buffer and I cant get it to stop.
From: Brugger, Eric Sent: Tuesday, May 08, 2018 10:50 AMTo: Cook, Andy <cook33@llnl.gov>; visit-help-asc@elist.ornl.govSubject: RE: stop button
Ok, I wasnt expecting that. Well take a look at it.
Thanks,
Eric
From: Cook, Andy Sent: Tuesday, May 08, 2018 10:47 AMTo: Brugger, Eric <brugger1@llnl.gov>; visit-help-asc@elist.ornl.govSubject: RE: stop button
Slowly; i.e., it computes each frame.
From: Brugger, Eric Sent: Tuesday, May 08, 2018 10:42 AMTo: Cook, Andy <cook33@llnl.gov>; visit-help-asc@elist.ornl.govSubject: RE: stop button
Hi Andy,
Does the animation play at a fairly rapid rate (many frames per second) or slowly (a second or more per frame)?
Thanks,
Eric
From: Cook, Andy <cook33@llnl.gov> Sent: Tuesday, May 08, 2018 10:40 AMTo: visit-help-asc@elist.ornl.govSubject: [visit-core-support] [visit-help-asc] stop button
The stop button in Visit 2.13.0 often doesnt work. If an animation plays for a while then I cant get it to stop no matter how many times I click the stop button or how long I wait.
"
3099,Pending,Bug,Normal, Reconsider preferred database plugin extension match logic ,-,-,-,Mark Miller,05/08/2018,,0%,,05/08/2018 02:59 pm,05/10/2018 12:13 pm,3 - Occasional,2 - Minor Irritation,2.12.3,,,All,Any,"
Preferred plugins in VisIt are those the user has indicated they want tried first, ahead of all others.
However, there is logic that disables attempting of a preferred plugin if the file extension doesn't match the plugin's list of extensions.
Is this still a good idea?
"
3100,Pending,Feature,Normal, Allow run-time manipulation of plugin extension matches ,-,-,-,Mark Miller,05/08/2018,,0%,,05/08/2018 03:00 pm,05/10/2018 12:05 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
We should allow users to change file extension matching at VisIt run-time instead of database plugin code development time.
Currently, file extensions are set in the plugin's .xml file and not changeable.
"
3101,Resolved,Bug,Normal, Pick over time return value ,Alister Maguire,-,-,Alister Maguire,05/09/2018,,100%,,05/09/2018 05:07 pm,05/09/2018 05:08 pm,3 - Occasional,2 - Minor Irritation,2.12.3,,,All,Any,"
When performing a pick over time, the return value is carried over from the most recent pick, when it should be a None value.Example
time1   = NodePick(coord=(3, .5, 3), do_time=1, start_time=0, end_time=70)    no_time = NodePick(coord=(2, .2, 2), do_time=0)    time2   = NodePick(coord=(3, .5, 3), do_time=1, start_time=0, end_time=70)
The statement ""type(time1) == type(time2)"" should be True, but, with this bug, it is false. Instead, time2 will be equivalent to no_time in value.
"
3102,Resolved,Bug,High, Engine hangs with .pvtu files. ,Kathleen Biagas,-,2.13.4,Kathleen Biagas,05/11/2018,,100%,,05/11/2018 01:02 pm,11/15/2018 12:43 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.3,,,All,Any,"
David Zwick reported this on users list.He has time-varying .pvtu files. When opened with visit in parallel, the engine hangs.I looked at log files and it appears the processors are waiting in different mpi gather calls:proc 0 in Engine::GatherData and proc 1 in avtLocalStructuredDomainBoundaryList::GlobalGather
Don't know why we would be using a 'Structured' domain boundary list on unstructured data....
I've attached his sample files.  Open the part000*.pvtu virtual database that visit groups.
"
3103,New,Bug,Normal, VTK8 issue with pixie parallel mode test ,-,-,-,Mark Miller,05/11/2018,,0%,,05/11/2018 01:11 pm,11/27/2018 06:17 pm,3 - Occasional,2 - Minor Irritation,2.12.3,,,All,Any,"
Test pixie_06 shows what I think is a domain artifact with transparent plot?Test pixie_04 shows similar issue but is currently in skip list
"
3104,Resolved,Bug,Normal, GUI is not showing scalar variables for blueprint file. ,Mark Miller,-,2.13.3,Brad Whitlock,05/15/2018,,50%,,05/15/2018 01:43 am,08/22/2018 12:25 pm,4 - Common,5 - Very Serious,2.12.3,,,All,Any,"
When I open the attached blueprint root file using VisIt on the trunk, the scalar variables do not show up in the Pseudocolor menu and I can't plot the variables. The file information shows that there are scalars on the mesh.
When I open this file in VisIt 2.13RC, the scalars show up fine in the Pseudocolor plot menu and I can make a plot.
"
3105,Resolved,Feature,Normal," Add an axis argument to the cylindrical_radius, cylindrical_theta ",Mark Miller,-,2.13.3,Eric Brugger,05/15/2018,,0%,,05/15/2018 04:09 pm,10/17/2018 08:35 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Jose would like at a minimum that the documentation mention that it using the z axis for the axis of rotation. He would also like to be able to specify the axis.
"
3106,Resolved,Bug,Immediate, silo vs blueprint issue ,Cyrus Harrison,-,2.13.2,Cyrus Harrison,05/15/2018,,0%,,05/15/2018 08:00 pm,05/22/2018 07:22 pm,3 - Occasional,5 - Very Serious,2.13.0,,,All,Any,"
bug in exception forwarding logic in blueprint is undermining silo files named "".root""
"
3107,Resolved,Bug,Immediate, Blueprint reader is causing open of Silo root files to fail. ,Cyrus Harrison,-,2.13.2,Eric Brugger,05/16/2018,,0%,,05/16/2018 12:44 pm,05/22/2018 07:22 pm,3 - Occasional,5 - Very Serious,2.13.0,,,All,Any,"
Several users at LLNL have reported that when they use 2.13.1 to open a multipart silo ""root"" file with VisIt that VisIt hangs. After some exploration by Mark, he determined that that Blueprint reader was trying to open the file and hanging. This is new to 2.13.1. The work around is to use 2.12.3.
"
3108,Resolved,Bug,Immediate," Huge memory leaks in GUI adding, deleting, hiding, showing plots ",Mark Miller,-,2.13.2,Eric Brugger,05/16/2018,,0%,6.00 hours,05/16/2018 12:51 pm,05/22/2018 07:02 pm,3 - Occasional,5 - Very Serious,2.13.0,,,All,Any,"
Allen Sanderson reported a huge memory leak in the VisIt GUI when he was adding, deleting, hiding and showing plots. He had about 400 variables in his file and the memory jumped by about 100Mb each time such an operation was performed. This could cause the GUI to quickly exceed several Gb.
"
3109,Resolved,Bug,Urgent, Issue with VISITUSERHOME incorrect on Windows on LLNL systems ,Kathleen Biagas,-,2.13.3,Eric Brugger,05/16/2018,,0%,,05/16/2018 12:56 pm,08/21/2018 06:29 pm,3 - Occasional,5 - Very Serious,2.12.3,,,Windows,Any,"
Several users have reported that VisIt will fail starting up on Windows with an error that VISITUSERHOME is set to an invalid location. Kathleen checked into this and it is caused by LLNL switching to using UNC file paths for user home directories. The solution is to have VisIt support the UNC file paths. A temporary work around is to set the VISITUSERHOME environment variable using the command shell. This has to be redone each time the system is booted. Here is the command to set the environment variable:
setx VISITUSERHOME ""C:\Users\brugger1\Documents""
where brugger1 is replaced with the user's OUN.
"
3110,Pending,Docs,Normal, Document visitrc file in Animations->Scripting part of GUI manual ,-,-,3.0,Mark Miller,05/16/2018,,0%,,05/16/2018 03:34 pm,05/29/2018 06:46 pm,3 - Occasional,2 - Minor Irritation,2.12.3,,,,Any,"
The GUI manual does describe the cli a tad...http://visit-sphinx-user-manual.readthedocs.io/en/latest/Animation/Scripting.html?highlight=cli#command-window


In that section, might make sense to describe visitrc file...
	
lives in ~/.visit/visitrc
has commands that will be executed when Options->cli...is started

"
3111,Pending,Feature,Normal, Update ANALYZE reader to support new header format. ,-,-,-,Eric Brugger,05/16/2018,,0%,,05/16/2018 05:17 pm,05/29/2018 06:45 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
The ANALYZE header has changed from a binary format to an ASCII format. The reader needs to be updated to support it. Attached are some sample files that are handled properly in MATLAB. There is also an image from MATLAB attached.
This was reported by Jeremy Riousset:
Jeremy Riousset <jriousset@fit.edu>
J. A. Riousset, Ph.D.Assistant ProfessorDepartment of Physics and Space Sciences Florida Institute of Technology150 West University BlvdMelbourne, FL 32901 USAF.W. Olin Physical Sciences CenterOffice: 348Phone: +1 (321) 674-7828Fax: +1 (321) 674-7482
"
3112,Resolved,Bug,Normal, Viewer window turns black on certain expose and mouse events. ,Kevin Griffin,-,3.0,Brad Whitlock,05/16/2018,,100%,,05/16/2018 07:34 pm,05/17/2018 05:26 pm,3 - Occasional,3 - Major Irritation,2.12.3,,,OSX,Any,"
I've built the trunk and ran VisIt using Qt 5.6.1 on a Mac running OSX 10.12.6. I'm running with a white background, the VisIt default. This is new since some VTK/Qt changes for Mac.
1. Run VisIt and open noise.silo2. Add a Pseudocolor plot of hardyglobal
This makes a new plot in the plot list. The menu from the GUI overdrew the viewer window and when the viewer window exposed it turned black.
3. Click the draw button.
The plot appears as expected.
4. Click in the viewer window and navigate a little5. Carefully move the mouse into the toolbar towards the perspective on/off icon
The window turns black again
6. If I navigate a little, the window looks right. Trying step 5 again leads to black.7. When I click the perspective on/off button a few times, I can see a black flash
"
3113,Resolved,Bug,Normal, VTK8 - Labels on 2d Y axis are incorrectly centered. ,Eric Brugger,-,3.0,Eric Brugger,05/17/2018,,100%,4.00 hours,05/17/2018 11:27 am,06/14/2018 03:22 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
The 2d Y axis labels should be centered on the image, instead they are aligned near the bottom. This is probably also affecting the parallel coordinates labels as well.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/axistitles_0_00.htmlhttp://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/parcoords_01.html
"
3114,Pending,Bug,Normal, VTK8 - The stems of the vectors in the vector plot are not shaded. ,Kathleen Biagas,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:30 am,05/29/2018 07:30 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
The stems of the vectors in the vector plot are not shaded.
"
3115,Pending,Bug,Normal, VTK8 - Labels in label plot are a different size ,Mark Miller,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:32 am,05/17/2018 12:14 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Label plot labels are a different size. The size is now controlled differently, we may need to change how we specify and adjust the sizes so that they approximately match. 2d appears smaller label_0_06 and 3d appears larger label_6_00.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/label_0_06.htmlhttp://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/label_6_00.html
"
3116,Pending,Bug,Normal, VTK8 - Label for 3d label plot sometimes shows labels interior to the mesh ,Eric Brugger,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:34 am,05/17/2018 12:16 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Label for 3d label plot sometimes shows labels interior to the mesh.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/label_8_03.html
"
3117,Rejected,Bug,Normal, VTK8 - Curves are sometimes cut off at the bottom. Possible view issue ,Eric Brugger,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:35 am,06/14/2018 04:35 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Curves are sometimes cut off at the bottom. Possible view issue
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/curve_1_01.html
"
3118,Resolved,Bug,Normal, VTK8 - Curves sometimes have fewer markers now ,Alister Maguire,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:37 am,06/05/2018 01:35 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Curves sometimes have fewer markers now.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/curve_3_03.html
"
3119,Resolved,Bug,Normal, VTK8 - Curve markers are sometimes distorted ,Alister Maguire,-,3.0,Eric Brugger,05/17/2018,,100%,10.00 hours,05/17/2018 11:38 am,06/12/2018 07:48 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Curve markers are sometimes distorted.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/curve_3_05.html
"
3120,Resolved,Bug,Normal, VTK8 - Curves with a single marker a different color are the same color ,Alister Maguire,-,3.0,Eric Brugger,05/17/2018,,100%,12.00 hours,05/17/2018 11:40 am,06/11/2018 02:49 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Curves with a single marker a different color are the same color
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/curve_4_05.html
"
3121,Resolved,Bug,Normal, VTK8 - Curves with a line marker are missing the line  ,Alister Maguire,-,3.0,Eric Brugger,05/17/2018,,100%,,05/17/2018 11:41 am,06/11/2018 02:48 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
Curves with a line marker are missing the line.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/curve_4_07.html
"
3122,Resolved,Bug,Normal," VTK8 - The curve test with scaling has the curve missing in the baseline but not in current, a bug fixed? ",Alister Maguire,-,3.0,Eric Brugger,05/17/2018,,100%,0.50 hour,05/17/2018 11:43 am,05/29/2018 01:38 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
The curve test with scaling has the curve missing in the baseline but not in current, a bug fixed?
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/curve_scale_00.html
"
3123,Resolved,Bug,Normal, VTK8 - The triad line thickness is incorrect when restoring from a session ,Alister Maguire,-,3.0,Eric Brugger,05/17/2018,,100%,3.00 hours,05/17/2018 11:44 am,06/12/2018 05:17 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
The triad line thickness is incorrect when restoring from a session.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/updateplots_session_00.html
"
3124,Pending,Bug,Normal," VTK8 - There is what appears to be an extra axis line in a 3d image, we should investigate ",Kevin Griffin,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:45 am,05/17/2018 12:19 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
There is what appears to be an extra axis line in a 3d image, we should investigate.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/batch_6_00.html
"
3125,Pending,Bug,Normal," VTK8 - There appears to be a slight 2d view change, we should investigate this ",Eric Brugger,-,3.0,Eric Brugger,05/17/2018,,0%,,05/17/2018 11:47 am,05/17/2018 12:19 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,All,Any,"
There appears to be a slight 2d view change, we should investigate this.
http://portal.nersc.gov/project/visit/tests/2018-04-17-22:00/surface_trunk_serial/mesh02.html
"
